企业ID,行业名称,经营年份,注册金额（万元）,所在城市,城市等级,企业信用评分,月均营收（万元）,月均成本（万元）,员工人数,是否通过贷款,零售品类,门店面积（㎡）,月均客流量（人）
RETL-202512-853887,零售行业,8.0,42.9,常州,三线及以下,937.0,407.1,325.6,37,拒绝,生鲜零售,722.6,1065
RETL-202512-643141,零售行业,7.0,225.5,广州,一线城市,861.0,285.9,242.0,46,通过,便利店,108.7,1265
RETL-202512-643756,零售行业,7.0,393.6,南京,新一线城市,586.0,263.0,204.3,53,通过,服饰零售,497.9,6258
RETL-202512-759988,零售行业,9.0,286.0,大连,二线城市,541.0,94.0,99.7,60,通过,美妆零售,302.5,6833
RETL-202512-270665,零售行业,14.0,451.5,北京,一线城市,535.0,296.7,247.2,34,通过,家电零售,124.0,6476
RETL-202512-856132,零售行业,13.0,73.6,沈阳,二线城市,659.0,105.7,83.7,11,通过,家电零售,398.7,9396
RETL-202512-295744,零售行业,5.0,372.2,厦门,二线城市,601.0,197.5,125.9,59,通过,综合商超,228.4,4180
RETL-202512-674970,零售行业,15.0,128.8,唐山,三线及以下,477.0,179.8,124.5,18,通过,生鲜零售,233.2,9804
RETL-202512-046002,零售行业,1.0,311.5,北京,一线城市,395.0,26.1,19.0,36,通过,便利店,172.9,1408
RETL-202512-689561,零售行业,4.0,313.2,唐山,三线及以下,627.0,604.9,423.2,106,通过,服饰零售,1417.1,11922
RETL-202512-956442,零售行业,13.0,155.6,天津,新一线城市,558.0,966.0,688.7,107,通过,家电零售,894.8,32502
RETL-202512-844705,零售行业,9.0,77.3,上海,一线城市,535.0,115.7,90.2,11,通过,服饰零售,213.1,1808
RETL-202512-537402,零售行业,8.0,298.6,保定,三线及以下,385.0,251.0,189.4,57,通过,家电零售,437.5,9846
RETL-202512-948842,零售行业,1.0,384.0,厦门,二线城市,742.0,149.1,105.7,26,拒绝,美妆零售,516.9,6551
RETL-202512-236548,零售行业,3.0,488.4,深圳,一线城市,938.0,55.0,36.7,47,拒绝,综合商超,192.4,5673
RETL-202512-008214,零售行业,12.0,409.7,常州,三线及以下,880.0,74.0,49.0,26,通过,便利店,62.4,3299
RETL-202512-394660,零售行业,12.0,196.2,盐城,三线及以下,409.0,306.9,192.0,40,通过,生鲜零售,424.6,2692
RETL-202512-644188,零售行业,5.0,443.0,保定,三线及以下,392.0,227.8,149.1,6,通过,综合商超,203.4,9843
RETL-202512-523571,零售行业,,171.0,唐山,三线及以下,728.0,94.6,74.3,38,通过,综合商超,384.1,3448
RETL-202512-518656,零售行业,11.0,307.1,天津,新一线城市,401.0,212.9,147.9,18,通过,文具零售,433.7,5127
RETL-202512-693895,零售行业,15.0,18.2,南京,新一线城市,534.0,735.0,606.6,87,通过,综合商超,1130.1,45196
RETL-202512-373798,零售行业,6.0,405.5,潍坊,三线及以下,462.0,397.9,293.3,59,通过,便利店,271.6,6256
RETL-202512-620787,零售行业,5.0,414.6,长沙,二线城市,851.0,55.5,40.8,15,通过,美妆零售,407.1,8217
RETL-202512-985620,零售行业,11.0,333.8,长沙,二线城市,719.0,12.4,9.7,28,通过,综合商超,352.7,7862
RETL-202512-884735,零售行业,13.0,83.1,重庆,新一线城市,634.0,275.0,217.1,20,通过,服饰零售,289.0,4774
RETL-202512-900194,零售行业,2.0,466.0,厦门,二线城市,479.0,684.3,548.1,98,通过,生鲜零售,1161.1,25182
RETL-202512-040516,零售行业,6.0,392.7,成都,新一线城市,825.0,329.9,280.0,10,通过,家电零售,295.1,2148
RETL-202512-477106,零售行业,10.0,107.2,大连,二线城市,488.0,340.2,228.5,36,通过,家电零售,49.8,9757
RETL-202512-292050,零售行业,1.0,14.2,西安,新一线城市,622.0,284.0,177.3,11,通过,生鲜零售,651.8,3460
RETL-202512-980262,零售行业,10.0,241.8,青岛,二线城市,733.0,681.2,518.8,111,通过,文具零售,876.5,22556
RETL-202512-255627,零售行业,5.0,195.8,杭州,新一线城市,610.0,92.0,74.4,39,通过,家电零售,536.1,2668
RETL-202512-436990,零售行业,3.0,151.7,南京,新一线城市,622.0,65.3,40.7,20,通过,便利店,683.6,9508
RETL-202512-631845,零售行业,15.0,139.0,常州,三线及以下,358.0,111.3,76.4,58,通过,生鲜零售,624.4,8770
RETL-202512-752502,零售行业,9.0,341.6,阜阳,三线及以下,587.0,428.3,329.1,31,通过,便利店,185.2,5913
RETL-202512-875692,零售行业,2.0,39.6,常州,三线及以下,756.0,621.1,514.9,103,通过,综合商超,1198.4,30910
RETL-202512-760779,零售行业,9.0,457.0,沈阳,二线城市,352.0,184.0,139.2,17,通过,综合商超,509.4,5146
RETL-202512-312170,零售行业,8.0,387.7,天津,新一线城市,940.0,573.4,359.4,95,通过,文具零售,1251.3,32761
RETL-202512-579814,零售行业,5.0,104.6,保定,三线及以下,407.0,598.7,395.3,70,通过,便利店,1258.5,49801
RETL-202512-069575,零售行业,5.0,107.0,常州,三线及以下,802.0,247.8,167.6,54,通过,美妆零售,568.2,9643
RETL-202512-207145,零售行业,3.0,192.2,宁波,二线城市,899.0,134.6,89.0,47,通过,家电零售,398.3,4508
RETL-202512-375570,零售行业,5.0,357.4,成都,新一线城市,665.0,200.0,157.0,32,通过,综合商超,370.3,6516
RETL-202512-775425,零售行业,11.0,414.1,重庆,新一线城市,390.0,247.8,209.6,20,通过,综合商超,654.0,6411
RETL-202512-723285,零售行业,15.0,19.9,泉州,三线及以下,939.0,867.0,717.9,92,通过,美妆零售,1355.1,39905
RETL-202512-211691,零售行业,1.0,142.2,厦门,二线城市,829.0,241.5,202.9,11,通过,家电零售,271.6,8155
RETL-202512-256486,零售行业,4.0,467.1,南京,新一线城市,394.0,662.5,435.0,83,通过,美妆零售,1298.0,33327
RETL-202512-214618,零售行业,3.0,100.7,青岛,二线城市,549.0,203.0,138.8,55,通过,美妆零售,180.9,9659
RETL-202512-970298,零售行业,12.0,272.4,泉州,三线及以下,336.0,361.8,269.3,10,通过,美妆零售,148.7,2767
RETL-202512-044003,零售行业,8.0,311.7,广州,一线城市,881.0,349.2,247.1,48,拒绝,美妆零售,180.1,6017
RETL-202512-918814,零售行业,10.0,33.4,盐城,三线及以下,390.0,72.7,61.3,28,通过,服饰零售,538.1,6734
RETL-202512-109580,零售行业,12.0,69.6,武汉,新一线城市,723.0,246.9,174.3,44,通过,生鲜零售,80.9,8576
RETL-202512-787563,零售行业,3.0,81.9,沈阳,二线城市,479.0,780.3,591.2,90,通过,生鲜零售,1429.8,13916
RETL-202512-179796,零售行业,14.0,411.9,厦门,二线城市,571.0,135.9,114.9,51,通过,便利店,155.5,5633
RETL-202512-817682,零售行业,13.0,275.5,哈尔滨,二线城市,783.0,233.8,172.7,13,通过,家电零售,711.7,7199
RETL-202512-610442,零售行业,2.0,84.0,武汉,新一线城市,771.0,186.0,147.5,29,通过,家电零售,110.5,3960
RETL-202512-096210,零售行业,11.0,27.4,苏州,新一线城市,569.0,93.9,72.6,39,通过,综合商超,212.6,5563
RETL-202512-067167,零售行业,15.0,308.9,青岛,二线城市,494.0,21.3,13.8,16,通过,美妆零售,610.8,7091
RETL-202512-915296,零售行业,14.0,285.5,大连,二线城市,308.0,542.6,438.6,67,通过,家电零售,823.3,15599
RETL-202512-157351,零售行业,9.0,307.3,苏州,新一线城市,352.0,169.4,125.7,56,通过,服饰零售,567.2,3429
RETL-202512-243762,零售行业,1.0,88.6,南京,新一线城市,867.0,129.4,85.0,10,通过,生鲜零售,320.7,3050
RETL-202512-037665,零售行业,4.0,322.7,重庆,新一线城市,470.0,249.1,169.6,46,通过,家电零售,715.8,6438
RETL-202512-367828,零售行业,11.0,323.3,阜阳,三线及以下,659.0,72.1,46.3,24,通过,生鲜零售,569.2,5853
RETL-202512-209487,零售行业,15.0,195.7,西安,新一线城市,422.0,16.8,14.0,12,通过,便利店,615.2,8267
RETL-202512-267659,零售行业,5.0,187.9,哈尔滨,二线城市,454.0,281.1,190.7,16,通过,综合商超,728.3,7180
RETL-202512-149293,零售行业,11.0,169.6,天津,新一线城市,460.0,306.2,338.7,55,通过,生鲜零售,162.9,9653
RETL-202512-049576,零售行业,14.0,89.2,盐城,三线及以下,727.0,222.3,135.2,43,通过,综合商超,219.8,3365
RETL-202512-554721,零售行业,4.0,78.0,深圳,一线城市,503.0,341.5,217.1,37,通过,综合商超,294.1,5614
RETL-202512-451173,零售行业,6.0,,哈尔滨,二线城市,797.0,222.2,183.2,31,通过,家电零售,641.1,3459
RETL-202512-491390,零售行业,5.0,323.6,唐山,三线及以下,679.0,380.4,253.6,26,通过,美妆零售,289.4,8756
RETL-202512-492069,零售行业,6.0,90.1,成都,新一线城市,658.0,,,60,通过,文具零售,131.1,3653
RETL-202512-036823,零售行业,5.0,213.1,宁波,二线城市,701.0,338.6,363.3,55,通过,服饰零售,82.8,2263
RETL-202512-305016,零售行业,,159.5,苏州,新一线城市,438.0,89.2,67.6,6,通过,生鲜零售,430.9,3613
RETL-202512-293192,零售行业,15.0,71.4,盐城,三线及以下,839.0,363.6,289.3,41,通过,文具零售,343.6,6231
RETL-202512-194290,零售行业,6.0,111.4,哈尔滨,二线城市,763.0,54.9,44.6,15,通过,美妆零售,217.8,3858
RETL-202512-404725,零售行业,2.0,440.8,保定,三线及以下,432.0,247.9,165.5,24,通过,家电零售,460.3,8834
RETL-202512-265034,零售行业,7.0,273.6,重庆,新一线城市,493.0,391.1,286.5,12,通过,服饰零售,725.9,1845
RETL-202512-926995,零售行业,10.0,123.9,潍坊,三线及以下,440.0,447.4,373.4,18,通过,美妆零售,205.1,1422
RETL-202512-881922,零售行业,12.0,373.7,常州,三线及以下,864.0,,,19,通过,服饰零售,44.6,7886
RETL-202512-335992,零售行业,3.0,21.8,南京,新一线城市,340.0,226.3,174.5,52,通过,综合商超,538.3,9751
RETL-202512-825990,零售行业,14.0,41.1,上海,一线城市,937.0,275.2,209.4,49,通过,服饰零售,593.1,9856
RETL-202512-267169,零售行业,7.0,253.8,厦门,二线城市,485.0,61.2,46.6,58,通过,家电零售,177.7,9408
RETL-202512-855865,零售行业,12.0,294.5,上海,一线城市,733.0,280.6,200.0,52,通过,综合商超,569.0,9959
RETL-202512-839449,零售行业,12.0,497.6,西安,新一线城市,602.0,279.0,191.9,27,通过,生鲜零售,798.6,5498
RETL-202512-813380,零售行业,8.0,38.7,杭州,新一线城市,635.0,52.4,38.6,8,通过,美妆零售,280.1,4067
RETL-202512-009613,零售行业,10.0,148.5,唐山,三线及以下,903.0,64.4,47.6,34,拒绝,家电零售,686.5,1594
RETL-202512-289740,零售行业,4.0,484.9,唐山,三线及以下,300.0,321.4,193.9,51,通过,家电零售,71.4,3604
RETL-202512-785922,零售行业,11.0,274.8,唐山,三线及以下,,19.5,13.2,18,拒绝,服饰零售,530.6,4305
RETL-202512-134091,零售行业,3.0,13.5,深圳,一线城市,483.0,74.0,57.9,51,通过,服饰零售,667.2,6017
RETL-202512-866698,零售行业,1.0,260.0,长沙,二线城市,818.0,267.6,181.8,38,通过,家电零售,168.0,9885
RETL-202512-620998,零售行业,3.0,54.5,武汉,新一线城市,538.0,155.2,127.2,49,拒绝,家电零售,504.5,7029
RETL-202512-944549,零售行业,1.0,454.8,广州,一线城市,364.0,86.2,60.0,43,通过,综合商超,310.2,3928
RETL-202512-472035,零售行业,15.0,243.4,北京,一线城市,885.0,776.6,499.5,111,通过,便利店,888.3,37746
RETL-202512-595639,零售行业,9.0,258.2,潍坊,三线及以下,358.0,509.9,347.6,101,通过,综合商超,993.5,38167
RETL-202512-057803,零售行业,10.0,111.5,成都,新一线城市,749.0,109.8,75.5,26,通过,文具零售,639.1,4935
RETL-202512-960727,零售行业,9.0,84.8,阜阳,三线及以下,475.0,544.1,334.2,69,通过,文具零售,892.6,49909
RETL-202512-138002,零售行业,6.0,221.3,上海,一线城市,518.0,255.2,167.6,49,通过,便利店,409.3,4385
RETL-202512-961446,零售行业,2.0,367.6,阜阳,三线及以下,482.0,18.8,12.0,39,通过,文具零售,35.2,6234
RETL-202512-080138,零售行业,7.0,39.6,阜阳,三线及以下,558.0,956.0,659.8,105,通过,家电零售,1007.7,18151
RETL-202512-865576,零售行业,2.0,337.2,广州,一线城市,452.0,959.1,619.9,82,通过,综合商超,1377.2,24037
RETL-202512-516808,零售行业,14.0,22.9,哈尔滨,二线城市,475.0,267.7,204.7,21,拒绝,综合商超,684.2,9941
RETL-202512-204479,零售行业,3.0,410.1,盐城,三线及以下,562.0,964.3,714.5,85,通过,综合商超,1476.5,47302
RETL-202512-351267,零售行业,9.0,418.1,杭州,新一线城市,689.0,438.8,361.1,52,通过,生鲜零售,645.9,4613
RETL-202512-995169,零售行业,8.0,367.1,西安,新一线城市,897.0,743.4,616.8,116,通过,便利店,856.4,38166
RETL-202512-372545,零售行业,5.0,104.3,济南,二线城市,768.0,81.3,53.2,6,通过,家电零售,571.5,7799
RETL-202512-711216,零售行业,1.0,166.8,大连,二线城市,880.0,246.8,153.6,19,通过,文具零售,395.5,2894
RETL-202512-162878,零售行业,7.0,168.1,大连,二线城市,738.0,77.7,54.4,34,通过,便利店,80.8,5562
RETL-202512-827401,零售行业,15.0,412.1,潍坊,三线及以下,752.0,234.3,159.7,50,通过,美妆零售,475.6,2731
RETL-202512-219297,零售行业,,70.3,邯郸,三线及以下,513.0,90.2,62.7,16,通过,生鲜零售,733.2,9462
RETL-202512-272446,零售行业,2.0,250.6,潍坊,三线及以下,888.0,371.6,275.9,11,通过,家电零售,238.4,1646
RETL-202512-547015,零售行业,11.0,347.4,潍坊,三线及以下,453.0,123.5,84.7,15,通过,文具零售,676.1,2947
RETL-202512-845904,零售行业,25.0,258.7,苏州,新一线城市,808.0,473.0,361.6,52,通过,服饰零售,348.9,5391
RETL-202512-377800,零售行业,4.0,58.2,青岛,二线城市,329.0,424.9,270.4,55,拒绝,便利店,160.9,2293
RETL-202512-320264,零售行业,30.0,317.6,邯郸,三线及以下,890.0,442.8,363.9,36,通过,文具零售,544.7,8775
RETL-202512-012843,零售行业,5.0,405.1,保定,三线及以下,323.0,17.1,13.9,16,通过,综合商超,154.0,7079
RETL-202512-939627,零售行业,12.0,444.3,常州,三线及以下,390.0,320.7,205.7,25,通过,文具零售,152.5,7186
RETL-202512-778480,零售行业,11.0,472.5,泉州,三线及以下,926.0,164.1,100.5,18,通过,生鲜零售,119.1,2428
RETL-202512-667047,零售行业,4.0,211.2,青岛,二线城市,425.0,74.7,51.3,19,通过,美妆零售,443.7,4198
RETL-202512-856295,零售行业,8.0,102.6,上海,一线城市,643.0,137.3,102.7,33,通过,家电零售,264.1,3161
RETL-202512-097655,零售行业,7.0,259.9,深圳,一线城市,507.0,282.2,216.7,23,通过,便利店,270.9,6033
RETL-202512-684860,零售行业,11.0,424.1,广州,一线城市,608.0,307.8,255.9,36,通过,服饰零售,54.4,3305
RETL-202512-323286,零售行业,5.0,82.0,成都,新一线城市,813.0,47.6,39.3,23,通过,生鲜零售,445.6,3866
RETL-202512-163103,零售行业,1.0,88.5,长沙,二线城市,310.0,38.0,24.9,18,通过,家电零售,248.6,7164
RETL-202512-801973,零售行业,,353.7,青岛,二线城市,461.0,150.9,112.0,16,通过,家电零售,602.5,9641
RETL-202512-641069,零售行业,6.0,379.9,保定,三线及以下,854.0,225.7,185.8,7,通过,生鲜零售,562.7,4765
RETL-202512-080873,零售行业,4.0,214.4,苏州,新一线城市,544.0,949.6,605.4,93,拒绝,文具零售,1330.0,41387
RETL-202512-717945,零售行业,14.0,159.4,深圳,一线城市,453.0,110.3,69.9,26,通过,生鲜零售,516.0,2991
RETL-202512-569776,零售行业,1.0,456.6,长沙,二线城市,712.0,464.1,289.3,48,通过,生鲜零售,360.0,3331
RETL-202512-298359,零售行业,14.0,457.6,西安,新一线城市,558.0,347.7,256.9,54,通过,文具零售,110.8,2151
RETL-202512-716218,零售行业,7.0,144.7,邯郸,三线及以下,405.0,210.5,140.1,59,通过,服饰零售,732.8,4407
RETL-202512-434296,零售行业,3.0,452.0,杭州,新一线城市,469.0,380.2,310.8,51,通过,家电零售,404.7,5801
RETL-202512-105968,零售行业,15.0,394.1,青岛,二线城市,917.0,5000.0,3652.6,93,通过,家电零售,960.6,41596
RETL-202512-432339,零售行业,13.0,138.3,大连,二线城市,849.0,557.3,363.0,110,通过,文具零售,871.7,49988
RETL-202512-357255,零售行业,7.0,221.9,盐城,三线及以下,486.0,22.5,14.3,27,通过,文具零售,517.0,4108
RETL-202512-522656,零售行业,2.0,404.0,沈阳,二线城市,718.0,304.4,215.8,37,通过,家电零售,377.8,5624
RETL-202512-605626,零售行业,10.0,20.6,唐山,三线及以下,488.0,119.5,86.4,43,通过,服饰零售,31.9,8364
RETL-202512-078258,零售行业,13.0,67.1,宁波,二线城市,618.0,307.8,218.9,13,通过,服饰零售,286.4,1489
RETL-202512-634410,零售行业,,445.6,潍坊,三线及以下,577.0,281.9,191.6,12,通过,文具零售,345.2,4487
RETL-202512-450803,零售行业,,250.9,常州,三线及以下,503.0,168.2,126.6,50,通过,家电零售,552.1,7073
RETL-202512-104628,零售行业,12.0,104.7,广州,一线城市,542.0,397.1,319.7,21,通过,服饰零售,762.5,8648
RETL-202512-153063,零售行业,14.0,126.2,济南,二线城市,515.0,166.2,118.4,48,通过,便利店,656.9,5422
RETL-202512-879284,零售行业,15.0,252.6,常州,三线及以下,915.0,435.4,330.9,33,通过,便利店,637.2,8686
RETL-202512-146024,零售行业,12.0,392.9,宁波,二线城市,621.0,119.4,94.1,56,通过,美妆零售,99.0,8983
RETL-202512-217939,零售行业,9.0,122.2,重庆,新一线城市,697.0,239.1,180.1,21,通过,家电零售,262.7,4418
RETL-202512-215694,零售行业,0.0,485.4,潍坊,三线及以下,313.0,278.8,172.3,12,通过,文具零售,242.1,7658
RETL-202512-955815,零售行业,10.0,385.3,武汉,新一线城市,909.0,21.6,13.2,8,通过,服饰零售,446.1,2576
RETL-202512-880521,零售行业,2.0,342.2,阜阳,三线及以下,736.0,221.5,144.3,56,通过,便利店,694.2,6062
RETL-202512-388078,零售行业,3.0,111.6,保定,三线及以下,873.0,322.1,259.2,36,通过,服饰零售,580.9,3120
RETL-202512-470829,零售行业,4.0,47.2,宁波,二线城市,513.0,753.3,520.5,118,通过,家电零售,860.1,12263
RETL-202512-062296,零售行业,14.0,225.4,宁波,二线城市,650.0,227.2,143.8,18,拒绝,家电零售,298.3,9632
RETL-202512-881982,零售行业,3.0,98.8,北京,一线城市,556.0,,,20,通过,文具零售,563.2,7923
RETL-202512-750910,零售行业,13.0,448.1,长沙,二线城市,691.0,351.1,216.7,12,通过,综合商超,304.2,1070
RETL-202512-767375,零售行业,1.0,293.1,厦门,二线城市,847.0,192.4,138.6,13,通过,便利店,718.4,6083
RETL-202512-045618,零售行业,4.0,307.1,阜阳,三线及以下,753.0,231.8,142.6,53,通过,便利店,511.6,5335
RETL-202512-473776,零售行业,11.0,228.3,常州,三线及以下,387.0,308.9,237.3,29,通过,生鲜零售,137.5,5410
RETL-202512-580616,零售行业,5.0,392.4,深圳,一线城市,329.0,210.0,139.9,41,拒绝,家电零售,685.7,5999
RETL-202512-840545,零售行业,6.0,106.7,厦门,二线城市,334.0,211.8,164.7,26,通过,美妆零售,640.3,2406
RETL-202512-324929,零售行业,9.0,466.8,深圳,一线城市,541.0,23.4,15.7,23,拒绝,家电零售,555.8,8242
RETL-202512-790258,零售行业,6.0,237.8,哈尔滨,二线城市,492.0,19.6,11.9,23,通过,综合商超,625.4,2791
RETL-202512-214669,零售行业,11.0,467.0,南京,新一线城市,688.0,332.5,272.3,8,通过,服饰零售,145.7,1544
RETL-202512-643247,零售行业,11.0,309.6,长沙,二线城市,351.0,329.1,202.5,58,通过,综合商超,96.1,6362
RETL-202512-492779,零售行业,15.0,491.4,常州,三线及以下,308.0,245.2,161.8,59,通过,美妆零售,653.4,9975
RETL-202512-967839,零售行业,7.0,119.0,西安,新一线城市,644.0,150.9,126.9,48,通过,美妆零售,514.3,4767
RETL-202512-318494,零售行业,6.0,20.4,北京,一线城市,712.0,141.6,85.5,31,通过,美妆零售,261.8,6196
RETL-202512-457537,零售行业,13.0,70.9,保定,三线及以下,,974.4,644.9,81,通过,服饰零售,1094.2,11008
RETL-202512-781597,零售行业,7.0,467.9,常州,三线及以下,790.0,57.5,43.2,34,通过,综合商超,285.4,1960
